id_comercio,nombre_dueno,celular,tamano_negocio,tipo_negocio,provincia,edad_propietario,genero,antiguedad_meses,transacciones_promedio,ticket_promedio_usd,movimientos_pichincha_mes,movimientos_comerciales_mes,movimientos_personales_mes,tickets_soporte,ticket_no_resuelto,tasa_disputas,saldo_cuenta_usd,dias_sin_transar,prob_churn,nivel_riesgo
7f40db8c-85cd-4a7f-ab96-ec9b60604620,María Pérez,0967706302,Microempresa,Alimentación y Gastronomía,Pichincha,26,Femenino,26,203,1.5,27,134,43,3,1,0.0,22.17,1,0.4694,Medio
72aef952-4416-415a-bb8f-1c60fbcf1799,Juan Gómez,0930795623,Microempresa,Alimentación y Gastronomía,Bolívar,27,Femenino,36,177,2.76,22,106,48,0,0,0.0038,4.16,12,0.7634,Alto
890edf5b-a737-408b-91a8-5575e5ff316c,Juan Gómez,0930503751,Pequeña Empresa,Servicios Personales e Independientes,Guayas,18,Masculino,23,13,16.33,2,9,2,1,0,0.0,76.72,0,0.0793,Bajo
d12112c0-317c-4b23-b02c-e0a848dd685b,Sofía Vega,0950245575,Pequeña Empresa,Servicios Personales e Independientes,Pichincha,18,Masculino,22,27,17.7,5,24,0,1,0,0.0,19.22,4,0.3544,Medio
5248b88d-9ae3-4856-8b33-0e8a7b05a144,Lucía Mora,0984161859,Microempresa,Alimentación y Gastronomía,Santo Domingo,36,Masculino,11,64,1.5,3,53,7,0,0,0.0,7.73,4,0.1666,Bajo
29cecbc8-5756-4728-bde8-d4f0b5ed252a,Pedro Ruiz,0956727307,Microempresa,Comercio Minorista,Manabí,39,Femenino,24,28,39.68,5,18,5,0,0,0.0,2.03,3,0.2828,Bajo
f161e836-bb1e-4f69-93f1-8ff9f2278bc9,Lucía Mora,0978448747,Microempresa,Alimentación y Gastronomía,Pichincha,31,Femenino,24,135,1.52,15,81,39,0,0,0.0,20.69,0,0.0713,Bajo
f218bdb4-77fa-4f12-b89f-bc55ce5a56e9,Carmen Ríos,0957553263,Microempresa,Comercio Minorista,Cañar,25,Femenino,4,48,33.23,8,32,8,0,0,0.0,98.91,1,0.0778,Bajo
f7cce3a5-8770-442f-a6ec-7553e8394163,Carlos López,0937642399,Microempresa,Alimentación y Gastronomía,Cotopaxi,28,Femenino,36,31,16.81,2,18,11,1,0,0.0,521.14,1,0.0773,Bajo
cb0f3a11-90ff-43bb-8b10-34fa15ed72e3,Carmen Ríos,0946420151,Microempresa,Alimentación y Gastronomía,Pichincha,35,Femenino,20,25,4.5,4,21,1,0,0,0.0,2.05,1,0.0193,Bajo
13239875-1a2b-47d1-8d06-fbabb781f62f,Diego Castro,0941397182,Microempresa,Servicios Personales e Independientes,Cotopaxi,36,Masculino,28,5,47.12,0,4,1,3,0,0.0,4.02,4,0.7426,Alto
e1219d2b-a0dc-4133-b76a-815120b85ac5,Carlos López,0930023611,Microempresa,Servicios Personales e Independientes,Pichincha,28,Femenino,10,64,22.42,7,58,0,2,0,0.0,13.14,2,0.0672,Bajo
94a9a804-67ff-494e-8d62-c1c357b7cbc0,Pedro Ruiz,0961597851,Microempresa,Servicios Personales e Independientes,Cañar,24,Femenino,27,24,17.96,4,20,0,0,0,0.0,10.53,0,0.0779,Bajo
9b6981aa-76db-44e0-958f-65e4071a2649,Juan Gómez,0933650204,Microempresa,Comercio Minorista,Los Ríos,25,Femenino,12,18,2.25,1,13,4,1,0,0.0,7.02,0,0.1031,Bajo
3f1c15cb-40f7-4626-a9e0-a8843fe9a768,Juan Gómez,0934767891,Microempresa,Comercio Minorista,Azuay,20,Femenino,18,223,1.51,14,147,62,2,0,0.0,52.32,2,0.0967,Bajo
304abbb3-f126-4e44-b610-58b9655712e0,Carlos López,0976927735,Microempresa,Moda y Estilo de Vida,Pichincha,28,Femenino,30,17,28.93,2,14,1,2,0,0.0,37.11,2,0.0609,Bajo
00d52881-63b7-47c2-b097-51a32ca07432,Pedro Ruiz,0924944538,Microempresa,Comercio Minorista,Napo,26,Femenino,3,84,19.22,14,51,18,0,0,0.0,0.78,2,0.1653,Bajo
b2bc6261-6db7-4f02-8919-9efb0565d1eb,Andrés Díaz,0996621490,Microempresa,Comercio Minorista,Tungurahua,26,Femenino,5,25,23.9,3,18,5,0,0,0.0,47.27,1,0.0582,Bajo
74f39584-9cb7-44fc-aef0-7255b4936f6d,Pedro Ruiz,0944357398,Microempresa,Alimentación y Gastronomía,Manabí,26,Masculino,13,45,8.89,5,30,10,3,0,0.0,20.83,7,0.6106,Medio
376c9260-c78e-4b95-b767-2e0cba653bc6,Pedro Ruiz,0933521658,Microempresa,Comercio Minorista,Pichincha,21,Masculino,32,11,2.44,2,6,3,1,0,0.0,82.78,0,0.1542,Bajo
8ad90135-af67-4ab4-bd74-b1605b69bf3a,María Pérez,0934023362,Microempresa,Alimentación y Gastronomía,Imbabura,21,Masculino,6,180,3.68,28,148,4,0,0,0.0,52.46,0,0.0441,Bajo
b815a2ea-2385-4f6c-9072-5af293c16858,Sofía Vega,0995324248,Microempresa,Servicios Personales e Independientes,Azuay,27,Femenino,13,54,42.43,10,49,0,1,0,0.0,1.14,5,0.5708,Medio
50bdb223-bfbe-455b-b7ed-d57409b67f64,Diego Castro,0983549355,Microempresa,Alimentación y Gastronomía,Guayas,27,Masculino,31,40,1.95,4,29,7,0,0,0.0,35.39,0,0.1222,Bajo
79692d40-499d-4469-85af-9b863ddb39dc,María Pérez,0976861416,Microempresa,Alimentación y Gastronomía,Tungurahua,27,Masculino,31,79,3.35,5,64,10,1,0,0.0,36.59,2,0.1878,Bajo
a5d0fc96-7ab6-4a1f-b09b-6d6bc8de674a,Carlos López,0963521691,Microempresa,Moda y Estilo de Vida,Esmeraldas,28,Femenino,35,4,3.59,1,2,1,1,1,0.0,58.57,2,0.5512,Medio
43a84e06-f801-4360-9aa8-8f478774f214,Lucía Mora,0953154437,Microempresa,Alimentación y Gastronomía,Azuay,18,Masculino,8,37,2.94,5,22,10,1,0,0.0,26.64,2,0.1888,Bajo
8b3922e4-db74-4a27-b44d-72931d7f9791,Juan Gómez,0925689272,Microempresa,Alimentación y Gastronomía,Pichincha,26,Masculino,17,42,11.38,5,28,9,0,0,0.0,17.42,0,0.0376,Bajo
bfd12162-2415-470a-be4d-086fe32b73ef,Carmen Ríos,0904394923,Microempresa,Comercio Minorista,Pichincha,38,Masculino,36,97,6.21,14,67,16,0,0,0.0031,87.42,1,0.0935,Bajo
d552ce51-74b8-4456-9050-a8d2908681f6,Lucía Mora,0990323418,Microempresa,Alimentación y Gastronomía,Pichincha,30,Femenino,28,56,1.5,7,45,4,1,0,0.0,81.61,5,0.1292,Bajo
d7bae75a-8c84-475e-acf6-de3822597721,Lucía Mora,0986460779,Microempresa,Alimentación y Gastronomía,Los Ríos,27,Femenino,27,52,1.5,8,30,14,1,0,0.0,30.79,1,0.2185,Bajo
eff4544f-a2fc-4014-932d-516a52bacd40,Lucía Mora,0960471432,Microempresa,Comercio Minorista,Guayas,41,Femenino,26,182,14.18,10,116,56,0,0,0.0,23.29,0,0.1298,Bajo
36a2ede9-e44a-41e5-a360-8109f5c0b536,Carlos López,0931597053,Microempresa,Moda y Estilo de Vida,Pichincha,30,Femenino,12,24,8.31,5,14,5,3,0,0.0,6.73,3,0.2612,Bajo
a1e19f1d-59fe-4db6-9dd9-ec82eb5de5b0,Diego Castro,0928422213,Microempresa,Servicios Personales e Independientes,Manabí,38,Femenino,5,18,13.75,2,14,2,2,0,0.0,2.97,6,0.5522,Medio
30cebd4d-ccfb-40f5-aba2-d70515202274,Pedro Ruiz,0914528553,Microempresa,Entretenimiento y Educación,Chimborazo,33,Masculino,19,19,3.61,1,16,2,0,0,0.0,367.5,12,0.202,Bajo
0fb4031c-edc0-43c5-97b5-5078b6e4a4b9,Carmen Ríos,0914420126,Microempresa,Alimentación y Gastronomía,Guayas,25,Femenino,32,107,8.39,21,83,3,1,1,0.0,18.73,1,0.5325,Medio
75e4f82e-7e90-4154-a939-ea0ab3afcc8e,Ana Torres,0934155515,Gran Empresa,Alimentación y Gastronomía,Guayas,28,Masculino,36,38,7.6,4,30,4,1,0,0.0,3.15,0,0.0966,Bajo
3ab69b6f-7768-4ba0-b15b-ca171248c38c,Andrés Díaz,0955032640,Microempresa,Comercio Minorista,Pichincha,19,Masculino,28,110,12.78,11,82,17,0,0,0.0,167.42,2,0.0225,Bajo
60a77125-c49e-4f89-a1c0-f6733a1ac607,Juan Gómez,0913324703,Microempresa,Moda y Estilo de Vida,Tungurahua,19,Femenino,27,9,63.97,1,6,2,0,0,0.0048,2.07,1,0.2929,Bajo
61ff19b9-2787-4a67-a024-98f4ecac220d,Carlos López,0928538538,Microempresa,Servicios Personales e Independientes,Tungurahua,21,Masculino,5,9,21.09,1,8,0,0,0,0.0,16.3,1,0.3169,Bajo
bbf91b40-5087-4639-b97d-82c52766a6a0,Pedro Ruiz,0951288974,Microempresa,Servicios Personales e Independientes,Pichincha,41,Masculino,12,15,60.81,1,11,3,3,1,0.0,4.61,1,0.5075,Medio
0b83025a-2dd0-48dd-861b-b58b817c02ce,Diego Castro,0989372558,Microempresa,Alimentación y Gastronomía,Pichincha,33,Femenino,35,166,1.5,25,129,12,3,1,0.0,1411.66,1,0.1812,Bajo
ed756f55-6c9e-4e01-abfa-ab9247168c39,Diego Castro,0945606856,Microempresa,Alimentación y Gastronomía,Chimborazo,29,Masculino,22,71,1.83,5,53,13,2,0,0.0,4.01,7,0.6921,Alto
acd37d52-733b-49a7-a4c9-891aefb8134b,Andrés Díaz,0978004274,Microempresa,Comercio Minorista,Zamora Chinchipe,27,Masculino,33,104,24.28,8,61,35,1,0,0.0,5.79,2,0.1655,Bajo
9261e595-11f4-4c7b-986c-161b3bea1470,Ana Torres,0941250355,Microempresa,Comercio Minorista,Pichincha,29,Femenino,27,33,14.18,6,24,3,1,0,0.0,59.81,0,0.0245,Bajo
20fd4072-6736-4cee-a018-62bd53aaee10,Juan Gómez,0973858231,Microempresa,Alimentación y Gastronomía,Santo Domingo,33,Femenino,3,100,1.56,6,74,19,1,1,0.0,15.42,0,0.5967,Medio
f533b43e-44a5-4f70-89dc-6e96fec52c80,Andrés Díaz,0949022867,Microempresa,Alimentación y Gastronomía,Pichincha,24,Femenino,8,45,1.5,2,37,5,0,0,0.0,15.13,4,0.2144,Bajo
d8f1501d-86f4-4ded-837b-b512c0009778,Diego Castro,0997299229,Mediana Empresa A,Moda y Estilo de Vida,Santo Domingo,22,Masculino,11,10,54.13,2,7,1,0,0,0.0,6.2,2,0.2615,Bajo
ca87acda-cdcb-4ab3-97e8-6c567b9978b7,Carlos López,0944930348,Microempresa,Comercio Minorista,Imbabura,25,Femenino,6,201,4.64,25,122,53,1,0,0.0,48.13,1,0.0972,Bajo
b1f2f73a-f2e7-486d-8bce-d5cd9a0a8089,Ana Torres,0987844177,Microempresa,Moda y Estilo de Vida,El Oro,31,Femenino,25,37,78.5,7,22,8,0,0,0.0,135.14,3,0.0854,Bajo
abf268d7-3346-4822-be49-988a2d15999e,Ana Torres,0909959307,Microempresa,Alimentación y Gastronomía,Pichincha,27,Femenino,1,25,2.06,2,20,4,2,0,0.0,3.4,4,0.4662,Medio
0fc3b6ae-308d-41f1-bac5-9829c2aea620,Pedro Ruiz,0978336815,Microempresa,Alimentación y Gastronomía,Imbabura,26,Femenino,20,119,1.5,21,81,17,1,0,0.0,14.58,0,0.0599,Bajo
1329c7ce-9f5e-433a-8b0e-62722d519c1f,Juan Gómez,0968622124,Microempresa,Comercio Minorista,Morona Santiago,22,Femenino,32,54,6.29,6,43,4,0,0,0.0,25.26,2,0.1237,Bajo
4fbb5269-2254-48a6-a3df-2d49e7820046,Carmen Ríos,0941496212,Pequeña Empresa,Alimentación y Gastronomía,Guayas,24,Femenino,22,24,6.03,3,16,5,1,0,0.0,0.57,1,0.0915,Bajo
84dd23a7-b3fe-4db7-8ea0-7b5dad4fa274,María Pérez,0961682017,Microempresa,Comercio Minorista,Pichincha,32,Femenino,24,19,8.96,2,12,5,1,0,0.0,59.87,0,0.0221,Bajo
9d57c2a8-100f-45d8-a8dc-7f66dc3fec0c,Diego Castro,0925592296,Microempresa,Comercio Minorista,Pichincha,35,Femenino,31,62,16.59,7,45,10,1,0,0.0,11.93,4,0.4546,Medio
468761e7-69f2-40bd-8e24-f0b3c421bbd4,Carlos López,0959648641,Microempresa,Alimentación y Gastronomía,Guayas,31,Femenino,30,10,3.48,1,7,3,1,0,0.0,142.82,2,0.0382,Bajo
84497403-ac9e-4b64-a7d4-69a5e321c187,Carmen Ríos,0940595483,Microempresa,Moda y Estilo de Vida,Pichincha,33,Masculino,17,72,94.61,11,46,15,1,0,0.0,2.41,3,0.2637,Bajo
a51a24ad-849d-48f6-ab1f-3483bbdce3de,Carlos López,0958345165,Microempresa,Servicios Personales e Independientes,Pichincha,38,Masculino,36,55,25.17,10,51,0,1,0,0.0,8.42,4,0.3484,Bajo
a3b78297-6eb3-4185-a27d-2299ba59006e,Ana Torres,0905586183,Microempresa,Alimentación y Gastronomía,Pichincha,20,Femenino,14,172,2.2,33,111,27,2,0,0.0,3.39,3,0.2169,Bajo
52c13999-8c08-479f-b041-4feb7e95fc87,Juan Gómez,0905945307,Microempresa,Alimentación y Gastronomía,Pichincha,35,Masculino,8,67,1.5,12,42,13,0,0,0.0,43.31,2,0.0548,Bajo
2527d9a0-ca65-41ee-8569-b80010d05ea7,Juan Gómez,0947568649,Microempresa,Servicios Personales e Independientes,Pichincha,18,Masculino,5,80,90.34,12,63,4,1,1,0.0,48.7,0,0.2891,Bajo
a1c89efc-6c3f-48c2-bc14-60bdbcbd93e5,Pedro Ruiz,0981404269,Microempresa,Entretenimiento y Educación,Los Ríos,25,Femenino,20,8,35.1,1,6,0,0,0,0.0,70.64,6,0.4422,Medio
ada8dfc7-9fcc-4a74-a89b-f9b739d0ac8e,Carlos López,0942324663,Microempresa,Alimentación y Gastronomía,Esmeraldas,37,Masculino,17,86,6.28,13,61,12,0,0,0.0,34.44,6,0.2246,Bajo
ac985e35-5cb5-4f93-bf4a-bb267b757aab,Pedro Ruiz,0961758791,Microempresa,Alimentación y Gastronomía,Chimborazo,18,Femenino,20,293,3.92,39,236,18,0,0,0.0,12.21,2,0.0433,Bajo
5e3cfbf0-ecaf-4e75-aebe-1adc0cbd9e17,Juan Gómez,0924345887,Microempresa,Servicios Personales e Independientes,Guayas,27,Masculino,20,9,55.76,1,7,1,0,0,0.0,4.65,5,0.9159,Alto
71bf7ccb-6300-462b-9fe5-29606fb5ebe7,Carmen Ríos,0983072540,Microempresa,Alimentación y Gastronomía,Guayas,29,Masculino,26,33,1.5,3,21,10,0,0,0.0,4.89,2,0.1265,Bajo
b5d8d0a0-4ba9-45d2-ab11-dd0c110c8170,Diego Castro,0993502001,Microempresa,Comercio Minorista,Pichincha,32,Femenino,28,14,5.2,2,10,2,2,0,0.0,1.32,8,0.5851,Medio
bbf029de-ca6a-438b-aea6-3340cfd1e1e9,Juan Gómez,0949655372,Microempresa,Entretenimiento y Educación,Guayas,30,Masculino,16,12,25.19,2,9,1,1,0,0.0,89.94,0,0.0384,Bajo
1d461804-3871-49f2-83b3-c1a6fb28b612,Carlos López,0970852114,Microempresa,Servicios Personales e Independientes,Santo Domingo,25,Masculino,22,54,4.22,3,46,5,1,0,0.0,7.95,8,0.6773,Alto
4a910ce5-10b5-4c77-8baa-c24291ed6915,Carlos López,0946593212,Microempresa,Comercio Minorista,Guayas,35,Femenino,33,90,11.69,6,58,26,0,0,0.0,15.67,3,0.2329,Bajo
d4418b34-537b-4a1e-b791-3692ef2966ff,Andrés Díaz,0915277452,Microempresa,Entretenimiento y Educación,Pichincha,31,Femenino,25,33,10.31,3,28,1,2,0,0.0,18.3,0,0.0474,Bajo
a1c671f2-a336-4c5f-91af-f46a94031053,Diego Castro,0927198357,Microempresa,Alimentación y Gastronomía,Guayas,31,Masculino,23,41,4.24,3,25,13,1,0,0.0,223.6,3,0.0915,Bajo
7db22025-3f65-4639-bf5b-c7dda99feffe,Sofía Vega,0994043980,Microempresa,Alimentación y Gastronomía,Pichincha,20,Femenino,4,187,3.1,36,135,16,0,0,0.0659,50.93,3,0.6414,Medio
04cad618-c1d9-4f99-b9ae-88448ff92a9f,María Pérez,0936620153,Microempresa,Servicios Personales e Independientes,Tungurahua,26,Femenino,31,9,16.24,2,8,0,0,0,0.0,240.99,1,0.0669,Bajo
3ccd7fbb-2d3a-4fc2-9a60-62a0fd3fef61,Juan Gómez,0992943423,Microempresa,Entretenimiento y Educación,Pichincha,31,Masculino,35,12,5.48,2,9,2,1,1,0.0,1.11,0,0.6925,Alto
109cbce7-3388-43b8-8200-de1ca69a5dc9,Carmen Ríos,0969410977,Microempresa,Comercio Minorista,Napo,18,Femenino,17,59,3.12,9,43,7,2,0,0.0,2.51,3,0.3286,Bajo
09dd5dd1-6209-4452-8eeb-f907d55633c1,Ana Torres,0924338111,Microempresa,Servicios Personales e Independientes,Guayas,28,Masculino,15,9,56.51,0,8,1,0,0,0.0,7.47,3,0.6783,Alto
f22fc99b-935c-44c5-a9ee-d35d00f7a425,Lucía Mora,0957411686,Microempresa,Comercio Minorista,Bolívar,18,Femenino,16,106,7.5,15,69,22,0,0,0.0,31.67,2,0.0939,Bajo
de2b2803-cbf1-4f9c-b354-1d10ab65119e,Diego Castro,0960241905,Microempresa,Comercio Minorista,Pichincha,34,Masculino,11,54,5.2,5,41,8,2,1,0.0,9.29,1,0.7582,Alto
2e44c432-02f3-456c-9d55-783fc979890b,Juan Gómez,0952222419,Microempresa,Servicios Personales e Independientes,Guayas,28,Femenino,11,41,9.44,7,36,0,0,0,0.0,15.74,5,0.3776,Medio
08d2f8ab-2f99-4d28-a603-575490c4701b,Sofía Vega,0958190815,Microempresa,Servicios Personales e Independientes,Pichincha,34,Masculino,15,13,19.85,1,12,0,0,0,0.0,25.98,0,0.0919,Bajo
64b6c935-a084-4743-843a-2b6fe76e2a36,Carmen Ríos,0935351026,Microempresa,Alimentación y Gastronomía,Pichincha,40,Masculino,36,222,1.5,17,146,59,0,0,0.0,1948.36,1,0.0263,Bajo
0af77a53-8fd6-4bd4-ba82-11187cf62ff5,María Pérez,0927191783,Microempresa,Alimentación y Gastronomía,Pichincha,18,Masculino,1,231,2.01,17,153,61,0,0,0.0,44.88,1,0.0618,Bajo
5361bea2-194f-4073-907c-643f6891d20f,Lucía Mora,0984634536,Microempresa,Comercio Minorista,Pichincha,28,Femenino,18,77,5.92,12,56,10,0,0,0.0,2.46,2,0.0744,Bajo
e6fdc6f0-b7e7-4b9e-8edc-374b282c2174,Andrés Díaz,0932002904,Microempresa,Comercio Minorista,Sucumbíos,28,Femenino,6,52,4.25,6,43,2,0,0,0.0,106.9,2,0.0379,Bajo
18c8274e-6c72-423a-80a0-57e268e77833,Juan Gómez,0981904084,Microempresa,Comercio Minorista,Pichincha,24,Masculino,7,14,6.48,2,10,2,2,1,0.0,19.52,4,0.8472,Alto
7d8f87d6-1c2d-4b27-889c-9fbf0113534e,Ana Torres,0928819893,Gran Empresa,Alimentación y Gastronomía,Pichincha,32,Femenino,11,91,3.35,12,73,6,0,0,0.0,0.52,5,0.2076,Bajo
bcfed920-38e7-4950-82cc-cfeec4887e20,Carmen Ríos,0950426998,Pequeña Empresa,Entretenimiento y Educación,Pichincha,24,Masculino,20,9,22.17,1,8,0,3,0,0.0,22.12,2,0.2725,Bajo
924f4126-d542-43e8-b0b3-ea41a095d5a2,Sofía Vega,0990895974,Microempresa,Servicios Personales e Independientes,Pichincha,23,Femenino,17,10,35.48,1,8,0,0,0,0.0,25.88,3,0.5369,Medio
a9f896af-7133-45d5-a798-ced0f511c554,Ana Torres,0987526517,Microempresa,Entretenimiento y Educación,El Oro,26,Masculino,7,7,2.76,1,5,0,0,0,0.0,2.27,0,0.2226,Bajo
c5250cb6-b5ac-47bb-aa72-e0b88ef1f2e1,María Pérez,0945383583,Microempresa,Comercio Minorista,Tungurahua,19,Femenino,14,33,6.1,3,21,9,0,0,0.0,7.42,0,0.0397,Bajo
33ae62fa-9860-4cac-b172-89a393bd46f9,Diego Castro,0923045307,Microempresa,Comercio Minorista,Imbabura,30,Femenino,22,72,9.1,4,46,21,1,0,0.0,314.83,0,0.0787,Bajo
cdb1b21b-59e3-4694-9cfd-ff7d90842d93,Carmen Ríos,0981383875,Microempresa,Comercio Minorista,Los Ríos,34,Masculino,5,93,11.51,12,57,24,0,0,0.0,113.98,2,0.0717,Bajo
5d696376-3de6-47f7-977b-6f01f8ef98d0,Ana Torres,0932984769,Microempresa,Comercio Minorista,Guayas,34,Femenino,4,25,10.15,2,20,4,0,0,0.0,7.2,1,0.0791,Bajo
2e6200a7-4b98-434c-824d-1ad8f01c8bd2,Juan Gómez,0938445522,Microempresa,Comercio Minorista,Pichincha,28,Masculino,32,69,7.39,13,55,1,0,0,0.0,32.51,2,0.0756,Bajo
06f37f46-2860-4432-be40-bf6984bc5fea,Juan Gómez,0994822772,Microempresa,Entretenimiento y Educación,Pichincha,27,Femenino,6,3,32.05,0,2,1,3,1,0.0,19.34,1,0.6373,Medio
aecc6b22-1114-4070-a19c-89117f18f996,Sofía Vega,0921363565,Microempresa,Comercio Minorista,Bolívar,18,Femenino,10,46,10.06,5,39,2,0,0,0.0,6.85,4,0.3271,Bajo
825a06ac-96d3-447a-a6be-02293cd1484e,Ana Torres,0972151033,Pequeña Empresa,Moda y Estilo de Vida,Cañar,32,Femenino,25,4,13.95,1,3,0,2,0,0.0,2.07,0,0.2851,Bajo
7987c289-0a74-463d-9430-66580686d238,Juan Gómez,0936140424,Microempresa,Alimentación y Gastronomía,Guayas,24,Femenino,8,39,1.5,2,31,6,2,0,0.0,6.69,3,0.3016,Bajo
700c0c7e-e96a-4a56-bb84-f3028eb94e2d,Pedro Ruiz,0936253195,Pequeña Empresa,Entretenimiento y Educación,Pichincha,36,Femenino,30,8,58.39,1,6,0,0,0,0.0,38.7,5,0.4858,Medio
804677d7-cb2a-4a38-a45f-b4dc2eaf3766,Juan Gómez,0941881515,Microempresa,Comercio Minorista,Santo Domingo,37,Femenino,5,340,3.71,61,217,62,0,0,0.0,15.1,11,0.4119,Medio
9a7f3589-f2a5-4125-98d5-f4f093cbca29,Andrés Díaz,0988624135,Microempresa,Servicios Personales e Independientes,El Oro,21,Femenino,34,8,25.64,1,7,0,0,0,0.0,8.32,0,0.3325,Bajo
320ca854-972c-4e6e-aa0c-96fee5467319,Andrés Díaz,0991983975,Microempresa,Alimentación y Gastronomía,El Oro,32,Femenino,3,29,5.38,4,23,2,0,0,0.0,5.66,2,0.2502,Bajo
8798f4c5-f20d-4661-804f-3fdc960e7f7c,Andrés Díaz,0966753960,Microempresa,Alimentación y Gastronomía,Guayas,24,Masculino,7,66,1.96,7,47,12,0,0,0.0,19.58,5,0.27,Bajo
19641cb7-c044-42e9-823f-4964b8c6bd1a,María Pérez,0937175253,Microempresa,Servicios Personales e Independientes,Guayas,18,Femenino,28,36,44.13,3,32,0,0,0,0.0,14.32,1,0.0924,Bajo
17a75805-45b5-4e00-8486-56936a2bf546,Ana Torres,0987356158,Microempresa,Alimentación y Gastronomía,Los Ríos,33,Femenino,24,203,2.87,38,138,27,0,0,0.0,233.44,3,0.1479,Bajo
0eedea6b-08ea-4778-bb3c-ffe9558a9790,Ana Torres,0958340636,Microempresa,Alimentación y Gastronomía,Pichincha,18,Masculino,4,148,2.15,14,112,22,0,0,0.0,914.22,9,0.3764,Medio
ead4dfb9-e9b4-4da2-9b04-60f49c11780b,Andrés Díaz,0955625754,Microempresa,Alimentación y Gastronomía,Pichincha,26,Masculino,7,43,12.87,7,27,9,2,1,0.0,49.78,1,0.7277,Alto
a9a22ebe-fa42-493b-9fb2-f978141a1a64,Ana Torres,0922758725,Microempresa,Comercio Minorista,Guayas,36,Femenino,18,44,12.37,4,37,3,1,0,0.0,196.03,1,0.0128,Bajo
14ad85ce-2070-427e-8d5e-b3d4f945b4bb,Diego Castro,0901359489,Microempresa,Alimentación y Gastronomía,El Oro,32,Femenino,10,134,1.5,15,84,35,1,0,0.0,60.14,2,0.0716,Bajo
de6645c6-7c56-4b8c-beb0-50b6a9ca5b1a,Diego Castro,0999346817,Microempresa,Comercio Minorista,Manabí,29,Femenino,25,60,3.49,5,35,20,0,0,0.0,1.55,0,0.0949,Bajo
dcd29cb0-87e8-4051-b377-22668b404694,Andrés Díaz,0949718145,Microempresa,Servicios Personales e Independientes,Azuay,29,Masculino,24,5,29.13,0,4,1,0,0,0.0,10.89,2,0.4243,Medio
074b2db0-f10c-477a-9d4b-7342203cd0f4,Andrés Díaz,0968165154,Microempresa,Moda y Estilo de Vida,Guayas,31,Femenino,19,41,40.5,4,34,3,0,0,0.0,11.08,0,0.0937,Bajo
4eab85d2-bdf6-490e-abcd-7bba8f4bc881,María Pérez,0925758539,Microempresa,Alimentación y Gastronomía,Pichincha,30,Femenino,12,127,2.91,7,97,23,1,0,0.0,10.48,0,0.0688,Bajo
fc494e87-0b7a-440b-ae5b-d05698d68750,Ana Torres,0908024531,Microempresa,Comercio Minorista,Pichincha,34,Masculino,9,96,2.79,14,61,21,1,0,0.0,17.86,0,0.0552,Bajo
d017e4a6-ba20-43d9-9e70-e91eff7c313e,Pedro Ruiz,0977229937,Microempresa,Moda y Estilo de Vida,Pichincha,33,Masculino,12,10,6.04,2,8,1,0,0,0.0,24.89,1,0.1302,Bajo
d19d71f2-ecab-4641-b3b4-8a8faee5d077,Lucía Mora,0943850254,Microempresa,Servicios Personales e Independientes,Guayas,35,Femenino,6,50,21.12,10,43,0,0,0,0.0,31.96,5,0.3471,Bajo
f4bab38f-6913-4f96-b94f-9a50ab6fac6d,Carmen Ríos,0905585145,Microempresa,Moda y Estilo de Vida,Esmeraldas,34,Femenino,11,13,21.4,1,10,2,1,0,0.0,4.2,6,0.6451,Medio
d86b61a4-3af3-463a-afc5-e9fe03cd5db3,Lucía Mora,0929250580,Microempresa,Comercio Minorista,Pichincha,26,Masculino,21,18,24.71,1,13,4,1,0,0.0,1.81,1,0.0881,Bajo
52a44d2e-7fc2-4640-835b-0085b785ab82,Sofía Vega,0914142857,Microempresa,Servicios Personales e Independientes,Pichincha,31,Masculino,7,34,23.12,3,29,2,0,0,0.0,2.67,4,0.4133,Medio
ab103ce8-6353-4364-b1cc-e6c929231077,Ana Torres,0977554374,Microempresa,Alimentación y Gastronomía,Imbabura,32,Masculino,9,50,7.5,7,37,6,0,0,0.0,0.5,4,0.2295,Bajo
19bc07c3-6a26-4b50-9aa2-952275492f03,María Pérez,0988616945,Microempresa,Alimentación y Gastronomía,Imbabura,28,Masculino,21,208,3.92,24,135,49,2,0,0.0,246.19,1,0.0682,Bajo
a5e388e7-f692-4f92-ac66-a6731c95900c,Carlos López,0900196024,Microempresa,Moda y Estilo de Vida,Orellana,38,Femenino,25,17,30.05,3,11,3,0,0,0.0,97.51,2,0.057,Bajo
0bbc4e4f-11de-47d9-a7d7-eb8bdcbe74fb,Carlos López,0941312765,Microempresa,Comercio Minorista,Manabí,18,Masculino,4,30,22.55,5,25,0,4,0,0.0,1.52,9,0.5557,Medio
d2656982-c83b-4c55-a6a2-72e60135b9f8,Diego Castro,0954644651,Microempresa,Servicios Personales e Independientes,Carchi,31,Femenino,2,7,43.92,1,6,0,0,0,0.0,19.81,3,0.6269,Medio
37ffc416-1867-48c3-9bf1-c3949cfb9a41,Carlos López,0974368813,Microempresa,Alimentación y Gastronomía,Los Ríos,30,Masculino,2,92,6.24,9,72,10,1,0,0.0,1.01,5,0.4931,Medio
9fc884ee-e1d7-496b-8c37-b7633337db8b,Lucía Mora,0944419140,Microempresa,Alimentación y Gastronomía,Pichincha,32,Femenino,3,52,1.5,7,38,7,0,0,0.0,11.98,1,0.0704,Bajo
